,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
5315,6.8,0.22,0.26,1.2,0.041,0.3684210526315789,0.6616541353383458,0.99104,3.04,0.35,0.5333333333333332,5,1
5316,6.3,0.18,0.24,3.4,0.053,0.25,0.424812030075188,0.99373,3.11,0.52,0.19999999999999987,6,1
5317,6.6,0.26,0.22,2.9,0.05,0.2894736842105263,0.5,0.99904,3.06,0.5,0.19999999999999987,5,1
5318,6.6,0.3,0.45,8.0,0.038,0.6973684210526315,0.7293233082706767,0.9956,3.18,0.48,0.25,5,1
5319,6.3,0.34,0.27,2.5,0.024,0.5131578947368421,0.5488721804511278,0.99095,3.35,0.6,0.65,7,1
5320,7.7,0.3,0.23,2.0,0.068,0.35526315789473684,0.49624060150375937,0.99382,3.11,0.62,0.3000000000000001,5,1
5321,7.7,0.31,0.23,2.0,0.069,0.3684210526315789,0.48120300751879697,0.99382,3.11,0.62,0.3000000000000001,5,1
5322,5.7,0.265,0.28,6.9,0.036,0.5921052631578947,0.5413533834586466,0.99299,3.36,0.44,0.4666666666666668,7,1
5323,5.4,0.255,0.33,1.2,0.051,0.3684210526315789,0.43609022556390975,0.99048,3.37,0.66,0.5500000000000002,6,1
5324,6.6,0.26,0.28,9.4,0.028,0.15789473684210525,0.4323308270676692,0.99254,3.17,0.34,0.6833333333333332,6,1
5325,4.8,0.17,0.28,2.9,0.03,0.27631578947368424,0.39473684210526316,0.9902,3.38,0.34,0.5500000000000002,7,1
5326,5.7,0.265,0.28,6.9,0.036,0.5921052631578947,0.5413533834586466,0.99299,3.36,0.44,0.4666666666666668,7,1
5327,6.2,0.2,0.33,5.4,0.028,0.2631578947368421,0.2593984962406015,0.99012,3.36,0.41,0.9166666666666666,7,1
5328,7.5,0.28,0.41,1.3,0.044,0.13157894736842105,0.45112781954887216,0.99293,3.28,0.45,0.38333333333333347,5,1
5329,6.2,0.22,0.2,2.9,0.035,0.75,0.6691729323308271,1.00022,3.11,0.53,0.16666666666666666,6,1
5330,7.0,0.34,0.26,10.3,0.041,0.6578947368421053,0.6015037593984962,0.99382,3.08,0.35,0.6,6,1
5331,7.5,0.28,0.41,1.3,0.044,0.13157894736842105,0.45112781954887216,0.99293,3.28,0.45,0.38333333333333347,5,1
5332,6.5,0.19,0.34,1.6,0.029,0.5,0.41353383458646614,0.98954,3.21,0.68,0.75,6,1
5333,6.0,0.21,0.29,13.1,0.042,0.35526315789473684,0.4473684210526316,0.99936,3.39,0.45,0.09999999999999994,5,1
5334,6.1,0.22,0.46,1.8,0.046,0.4342105263157895,0.2556390977443609,0.9884,3.19,0.33,0.9,6,1
5335,6.5,0.32,0.48,8.0,0.026,0.2236842105263158,0.3082706766917293,0.99144,3.22,0.79,0.7833333333333332,4,1
5336,7.1,0.21,0.31,1.6,0.046,0.8421052631578947,0.42857142857142855,0.99324,2.97,0.51,0.19999999999999987,5,1
5337,5.6,0.26,0.18,1.4,0.034,0.2236842105263158,0.4849624060150376,0.99174,3.32,0.35,0.36666666666666653,6,1
5338,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5339,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5340,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5341,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5342,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5343,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5344,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5345,7.4,0.27,0.28,1.8,0.04,0.5789473684210527,0.4323308270676692,0.99043,3.02,0.4,0.65,5,1
5346,6.8,0.22,0.3,10.6,0.07,0.868421052631579,0.706766917293233,0.99654,2.89,0.42,0.16666666666666666,6,1
5347,6.2,0.24,0.25,12.5,0.055,0.6052631578947368,0.48120300751879697,0.99758,3.3,0.51,0.16666666666666666,5,1
5348,6.3,0.28,0.29,6.8,0.051,0.5131578947368421,0.5150375939849624,0.99374,3.43,0.59,0.5,6,1
5349,7.0,0.15,0.28,14.7,0.051,0.3684210526315789,0.5375939849624061,0.99792,2.96,0.39,0.16666666666666666,7,1
5350,5.5,0.17,0.23,2.9,0.039,0.11842105263157894,0.38345864661654133,0.99243,3.28,0.5,0.3333333333333333,5,1
5351,6.5,0.26,0.34,1.4,0.04,0.3157894736842105,0.6691729323308271,0.99216,3.29,0.46,0.4499999999999999,5,1
5352,6.6,0.27,0.33,1.4,0.042,0.3026315789473684,0.6654135338345865,0.99215,3.29,0.46,0.4499999999999999,5,1
5353,5.4,0.46,0.15,2.1,0.026,0.3684210526315789,0.46616541353383456,0.98953,3.39,0.77,0.9,8,1
5354,7.8,0.19,0.32,7.4,0.015,0.6052631578947368,0.44360902255639095,0.99278,2.99,0.39,0.5,6,1
5355,5.5,0.17,0.23,2.9,0.039,0.11842105263157894,0.38345864661654133,0.99243,3.28,0.5,0.3333333333333333,5,1
5356,6.5,0.26,0.34,1.4,0.04,0.3157894736842105,0.6691729323308271,0.99216,3.29,0.46,0.4499999999999999,5,1
5357,6.6,0.27,0.33,1.4,0.042,0.3026315789473684,0.6654135338345865,0.99215,3.29,0.46,0.4499999999999999,5,1
5358,7.8,0.19,0.32,7.4,0.015,0.6052631578947368,0.44360902255639095,0.99278,2.99,0.39,0.5,6,1
5359,7.8,0.2,0.32,5.0,0.016,0.39473684210526316,0.35714285714285715,0.99186,2.99,0.39,0.5,6,1
5360,6.1,0.17,0.28,2.5,0.028,0.27631578947368424,0.3458646616541353,0.99072,3.16,0.37,0.5166666666666666,7,1
5361,7.4,0.2,0.35,6.1,0.025,0.11842105263157894,0.12781954887218044,0.99244,3.2,0.52,0.4833333333333334,5,1
5362,6.7,0.39,0.24,2.7,0.017,0.27631578947368424,0.2781954887218045,0.99084,3.03,0.37,0.5833333333333334,5,1
5363,5.4,0.46,0.15,2.1,0.026,0.3684210526315789,0.46616541353383456,0.98953,3.39,0.77,0.9,8,1
5364,6.9,0.4,0.17,12.9,0.033,0.7631578947368421,0.6766917293233082,0.99754,3.08,0.49,0.2333333333333334,5,1
5365,6.9,0.4,0.17,12.9,0.033,0.7631578947368421,0.6766917293233082,0.99754,3.08,0.49,0.2333333333333334,5,1
5366,6.9,0.4,0.17,12.9,0.033,0.7631578947368421,0.6766917293233082,0.99754,3.08,0.49,0.2333333333333334,5,1
5367,6.3,0.24,0.29,13.7,0.035,0.6842105263157895,0.48120300751879697,0.99567,3.17,0.38,0.4333333333333333,6,1
5368,6.9,0.4,0.17,12.9,0.033,0.7631578947368421,0.6766917293233082,0.99754,3.08,0.49,0.2333333333333334,5,1
5369,7.4,0.27,0.31,2.4,0.014,0.18421052631578946,0.5150375939849624,0.99094,3.03,0.65,0.6666666666666666,4,1
5370,6.1,0.27,0.28,9.8,0.042,0.7894736842105263,0.4473684210526316,0.99532,3.14,0.42,0.36666666666666653,6,1
5371,6.3,0.24,0.29,13.7,0.035,0.6842105263157895,0.48120300751879697,0.99567,3.17,0.38,0.4333333333333333,6,1
5372,5.0,0.61,0.12,1.3,0.009,0.8421052631578947,0.3533834586466165,0.9874,3.26,0.37,0.9166666666666666,5,1
5373,6.7,0.42,0.39,12.1,0.04,0.7894736842105263,0.9097744360902256,0.99794,3.31,0.58,0.2833333333333332,5,1
5374,6.5,0.33,0.28,6.1,0.018,0.5263157894736842,0.36466165413533835,0.99122,3.24,0.32,0.6999999999999998,6,1
5375,6.9,0.33,0.31,7.7,0.04,0.3684210526315789,0.4849624060150376,0.99226,3.11,0.57,0.7166666666666668,5,1
5376,6.5,0.33,0.28,6.1,0.018,0.5263157894736842,0.36466165413533835,0.99122,3.24,0.32,0.6999999999999998,6,1
5377,6.3,0.15,0.3,1.4,0.022,0.4868421052631579,0.3533834586466165,0.99099,3.42,0.57,0.5666666666666668,7,1
5378,6.5,0.32,0.45,7.7,0.022,0.39473684210526316,0.34210526315789475,0.99134,3.2,0.7,0.7833333333333332,7,1
5379,6.7,0.42,0.39,12.1,0.04,0.7894736842105263,0.9097744360902256,0.99794,3.31,0.58,0.2833333333333332,5,1
5380,7.4,0.25,0.29,6.8,0.02,0.39473684210526316,0.40225563909774437,0.99338,3.13,0.29,0.4666666666666668,6,1
5381,7.6,0.27,0.3,9.2,0.018,0.2894736842105263,0.3383458646616541,0.9938,3.08,0.29,0.5,6,1
5382,6.4,0.27,0.45,8.3,0.05,0.6710526315789473,0.7142857142857143,0.9955,3.18,0.48,0.25,5,1
5383,6.5,0.25,0.27,17.4,0.064,0.3684210526315789,0.5037593984962406,0.99776,3.2,0.49,0.3499999999999999,6,1
5384,5.6,0.19,0.31,2.7,0.027,0.13157894736842105,0.3533834586466165,0.98964,3.46,0.4,0.8666666666666666,7,1
5385,7.4,0.29,0.48,12.8,0.037,0.7960526315789473,0.6616541353383458,0.99808,3.02,0.34,0.13333333333333344,5,1
5386,6.4,0.34,0.44,8.2,0.043,0.6973684210526315,0.7330827067669173,0.99551,3.18,0.48,0.25,5,1
5387,6.6,0.27,0.52,8.1,0.044,0.6842105263157895,0.7368421052631579,0.99548,3.18,0.48,0.25,5,1
5388,6.6,0.26,0.52,8.2,0.047,0.6710526315789473,0.6954887218045113,0.99541,3.16,0.47,0.25,6,1
5389,6.4,0.27,0.45,8.3,0.05,0.6710526315789473,0.7142857142857143,0.9955,3.18,0.48,0.25,5,1
5390,6.5,0.26,0.5,8.0,0.051,0.5921052631578947,0.7180451127819549,0.99536,3.18,0.47,0.25,5,1
5391,6.8,0.25,0.3,11.8,0.043,0.6842105263157895,0.4774436090225564,0.99524,3.03,0.58,0.4000000000000001,6,1
5392,6.3,0.32,0.26,12.0,0.049,0.8157894736842105,0.6165413533834586,0.9961,3.14,0.55,0.3166666666666667,6,1
5393,5.5,0.24,0.45,1.7,0.046,0.27631578947368424,0.40225563909774437,0.99224,3.22,0.48,0.3333333333333333,5,1
5394,6.5,0.25,0.27,17.4,0.064,0.3684210526315789,0.5037593984962406,0.99776,3.2,0.49,0.3499999999999999,6,1
5395,6.6,0.13,0.29,13.9,0.056,0.42105263157894735,0.33458646616541354,0.99702,3.17,0.39,0.2333333333333334,6,1
5396,7.0,0.39,0.21,10.7,0.098,0.15789473684210525,0.31954887218045114,0.99657,3.03,0.47,0.21666666666666679,5,1
5397,7.9,0.21,0.39,2.0,0.057,0.2631578947368421,0.49624060150375937,0.99176,3.05,0.52,0.4833333333333334,5,1
5398,7.0,0.3,0.28,2.2,0.042,0.2631578947368421,0.6428571428571429,0.99166,3.2,0.57,0.5666666666666668,5,1
5399,8.1,0.2,0.3,1.3,0.036,0.07894736842105263,0.16165413533834586,0.99242,2.99,0.73,0.38333333333333347,5,1
5400,8.3,0.18,0.3,1.1,0.033,0.25,0.19172932330827067,0.99109,3.02,0.51,0.5,6,1
5401,7.9,0.21,0.39,2.0,0.057,0.2631578947368421,0.49624060150375937,0.99176,3.05,0.52,0.4833333333333334,5,1
5402,7.2,0.17,0.34,6.4,0.042,0.19736842105263158,0.39473684210526316,0.99278,2.99,0.4,0.4666666666666668,6,1
5403,8.1,0.2,0.3,1.3,0.036,0.07894736842105263,0.16165413533834586,0.99242,2.99,0.73,0.38333333333333347,5,1
5404,8.3,0.18,0.3,1.1,0.033,0.25,0.19172932330827067,0.99109,3.02,0.51,0.5,6,1
5405,7.0,0.39,0.21,10.7,0.098,0.15789473684210525,0.31954887218045114,0.99657,3.03,0.47,0.21666666666666679,5,1
5406,6.8,0.21,0.31,6.4,0.041,0.07894736842105263,0.40225563909774437,0.99358,2.96,0.59,0.36666666666666653,5,1
5407,6.9,0.21,0.31,6.3,0.042,0.07894736842105263,0.38721804511278196,0.99358,2.96,0.59,0.36666666666666653,6,1
5408,7.2,0.17,0.34,6.4,0.042,0.19736842105263158,0.39473684210526316,0.99278,2.99,0.4,0.4666666666666668,6,1
5409,6.8,0.26,0.34,15.1,0.06,0.5394736842105263,0.5864661654135338,0.99705,3.24,0.52,0.4166666666666667,3,1
5410,7.2,0.28,0.38,2.0,0.052,0.2894736842105263,0.5639097744360902,0.9912,3.13,0.52,0.5166666666666666,5,1
5411,7.9,0.21,0.39,2.0,0.057,0.2631578947368421,0.49624060150375937,0.99176,3.05,0.52,0.4833333333333334,5,1
5412,7.0,0.3,0.28,2.2,0.042,0.2631578947368421,0.6428571428571429,0.99166,3.2,0.57,0.5666666666666668,5,1
5413,7.4,0.34,0.28,12.1,0.049,0.39473684210526316,0.5375939849624061,0.99677,3.22,0.49,0.38333333333333347,5,1
5414,6.3,0.43,0.32,8.8,0.042,0.2236842105263158,0.37593984962406013,0.99172,3.28,0.33,0.8166666666666668,7,1
5415,6.8,0.41,0.3,8.8,0.045,0.35526315789473684,0.4699248120300752,0.9953,3.12,0.59,0.3166666666666667,5,1
5416,6.3,0.4,0.24,5.1,0.036,0.5526315789473685,0.4699248120300752,0.99186,3.24,0.44,0.5500000000000002,6,1
5417,5.1,0.35,0.26,6.8,0.034,0.4605263157894737,0.42857142857142855,0.99188,3.38,0.4,0.5833333333333334,6,1
5418,5.1,0.35,0.26,6.8,0.034,0.4605263157894737,0.42857142857142855,0.99188,3.38,0.4,0.5833333333333334,6,1
5419,6.3,0.3,0.2,3.7,0.039,0.4342105263157895,0.47368421052631576,0.99158,3.0,0.38,0.4499999999999999,5,1
5420,6.9,0.28,0.28,12.2,0.042,0.6710526315789473,0.5,0.99522,3.03,0.56,0.4000000000000001,6,1
5421,7.0,0.33,0.28,5.7,0.033,0.5,0.7443609022556391,0.99176,3.17,0.64,0.75,6,1
5422,6.7,0.26,0.49,8.1,0.052,0.618421052631579,0.7180451127819549,0.99558,3.19,0.48,0.25,5,1
5423,7.3,0.24,0.3,2.5,0.042,0.39473684210526316,0.3684210526315789,0.9911,3.05,0.56,0.5500000000000002,7,1
5424,6.7,0.46,0.21,4.0,0.034,0.14473684210526316,0.3082706766917293,0.99016,3.26,0.54,0.8333333333333334,6,1
5425,5.1,0.35,0.26,6.8,0.034,0.4605263157894737,0.42857142857142855,0.99188,3.38,0.4,0.5833333333333334,6,1
5426,5.1,0.23,0.18,1.0,0.053,0.15789473684210525,0.34962406015037595,0.98956,3.22,0.39,0.5833333333333334,5,1
5427,6.3,0.4,0.24,5.1,0.036,0.5526315789473685,0.4699248120300752,0.99186,3.24,0.44,0.5500000000000002,6,1
5428,7.1,0.44,0.23,5.8,0.035,0.3026315789473684,0.3533834586466165,0.99062,3.15,0.57,0.8666666666666666,7,1
5429,4.8,0.26,0.23,10.6,0.034,0.2894736842105263,0.39473684210526316,0.99274,3.46,0.28,0.5833333333333334,7,1
5430,6.8,0.31,0.19,3.5,0.086,0.3815789473684211,0.46616541353383456,0.993,2.83,0.44,0.2666666666666666,5,1
5431,6.8,0.31,0.19,3.5,0.086,0.3815789473684211,0.46616541353383456,0.993,2.83,0.44,0.2666666666666666,5,1
5432,7.0,0.15,0.29,16.4,0.058,0.5789473684210527,0.39097744360902253,0.9978,3.15,0.37,0.2833333333333332,6,1
5433,6.5,0.41,0.22,4.8,0.052,0.631578947368421,0.5112781954887218,0.9946,3.14,0.62,0.19999999999999987,5,1
5434,6.2,0.31,0.23,3.3,0.052,0.4342105263157895,0.40225563909774437,0.99429,3.16,0.48,0.06666666666666672,5,1
5435,8.0,0.27,0.33,1.2,0.05,0.5263157894736842,0.36466165413533835,0.99002,3.0,0.45,0.7333333333333334,6,1
5436,8.0,0.27,0.33,1.2,0.05,0.5263157894736842,0.36466165413533835,0.99002,3.0,0.45,0.7333333333333334,6,1
5437,6.5,0.41,0.22,4.8,0.052,0.631578947368421,0.5112781954887218,0.9946,3.14,0.62,0.19999999999999987,5,1
5438,6.2,0.31,0.23,3.3,0.052,0.4342105263157895,0.40225563909774437,0.99429,3.16,0.48,0.06666666666666672,5,1
5439,6.7,0.37,0.25,2.5,0.028,0.3026315789473684,0.2932330827067669,0.9909,3.14,0.36,0.6166666666666666,6,1
5440,6.6,0.21,0.5,8.7,0.036,0.5263157894736842,0.6954887218045113,0.99294,2.96,0.56,0.5,6,1
5441,7.5,0.26,0.31,1.6,0.032,0.4605263157894737,0.38721804511278196,0.99044,2.97,0.43,0.65,6,1
5442,7.5,0.34,0.28,4.0,0.028,0.5921052631578947,0.3533834586466165,0.98958,3.2,0.5,0.8666666666666666,7,1
5443,6.7,0.37,0.25,2.5,0.028,0.3026315789473684,0.2932330827067669,0.9909,3.14,0.36,0.6166666666666666,6,1
5444,6.4,0.32,0.23,16.2,0.055,0.4605263157894737,0.6390977443609023,0.9986,3.26,0.54,0.18333333333333326,5,1
5445,6.7,0.24,0.32,9.0,0.023,0.25,0.38721804511278196,0.99262,3.34,0.35,0.7666666666666666,6,1
5446,6.4,0.32,0.23,16.2,0.055,0.4605263157894737,0.6390977443609023,0.9986,3.26,0.54,0.18333333333333326,5,1
5447,7.1,0.39,0.31,1.4,0.046,0.2894736842105263,0.3157894736842105,0.99212,3.17,0.46,0.4166666666666667,6,1
5448,8.2,0.31,0.43,7.0,0.047,0.2236842105263158,0.30451127819548873,0.99628,3.23,0.64,0.4333333333333333,5,1
5449,6.7,0.24,0.32,9.0,0.023,0.25,0.38721804511278196,0.99262,3.34,0.35,0.7666666666666666,6,1
5450,5.9,0.17,0.29,3.1,0.03,0.40789473684210525,0.4398496240601504,0.98913,3.41,0.33,0.9499999999999998,7,1
5451,5.9,0.2,0.23,1.5,0.037,0.4868421052631579,0.32706766917293234,0.99021,3.36,0.49,0.6666666666666666,6,1
5452,6.6,0.32,0.26,4.6,0.031,0.32894736842105265,0.42857142857142855,0.99198,3.4,0.73,0.75,7,1
5453,5.9,0.12,0.27,4.8,0.03,0.5131578947368421,0.39097744360902253,0.99226,3.55,0.68,0.6833333333333332,6,1
5454,5.9,0.18,0.29,4.6,0.032,0.881578947368421,0.4924812030075188,0.99159,3.21,0.38,0.5500000000000002,6,1
5455,5.9,0.2,0.23,1.5,0.037,0.4868421052631579,0.32706766917293234,0.99021,3.36,0.49,0.6666666666666666,6,1
5456,5.4,0.17,0.27,2.7,0.049,0.35526315789473684,0.3684210526315789,0.99224,3.46,0.55,0.38333333333333347,6,1
5457,6.1,0.21,0.3,6.3,0.039,0.6052631578947368,0.48872180451127817,0.99068,3.27,0.31,0.7833333333333332,6,1
5458,7.3,0.25,0.26,7.2,0.048,0.6710526315789473,0.7556390977443609,0.99587,3.12,0.37,0.19999999999999987,5,1
5459,7.3,0.25,0.26,7.2,0.048,0.6710526315789473,0.7556390977443609,0.99587,3.12,0.37,0.19999999999999987,5,1
5460,6.2,0.22,0.3,12.4,0.054,0.3684210526315789,0.5488721804511278,0.99728,3.1,0.47,0.25,6,1
5461,6.5,0.27,0.19,6.6,0.045,0.3684210526315789,0.6353383458646616,0.99364,3.16,0.34,0.3499999999999999,6,1
5462,6.5,0.27,0.19,6.6,0.045,0.3684210526315789,0.6353383458646616,0.99364,3.16,0.34,0.3499999999999999,6,1
5463,6.6,0.39,0.22,4.0,0.038,0.21052631578947367,0.3458646616541353,0.99018,3.25,0.53,0.8333333333333334,7,1
5464,6.0,0.31,0.38,4.8,0.04,0.5263157894736842,0.35714285714285715,0.98968,3.24,0.56,0.85,6,1
5465,8.4,0.23,0.32,1.3,0.048,0.7631578947368421,0.40225563909774437,0.99178,3.1,0.55,0.5,6,1
5466,7.3,0.25,0.26,7.2,0.048,0.6710526315789473,0.7556390977443609,0.99587,3.12,0.37,0.19999999999999987,5,1
5467,6.0,0.22,0.25,11.1,0.056,0.3684210526315789,0.6428571428571429,0.9961,3.08,0.36,0.2333333333333334,6,1
5468,6.2,0.22,0.3,12.4,0.054,0.3684210526315789,0.5488721804511278,0.99728,3.1,0.47,0.25,6,1
5469,6.1,0.23,0.27,9.8,0.055,0.9605263157894737,0.48120300751879697,0.99534,3.16,0.4,0.36666666666666653,6,1
5470,6.5,0.27,0.19,6.6,0.045,0.3684210526315789,0.6353383458646616,0.99364,3.16,0.34,0.3499999999999999,6,1
5471,7.3,0.36,0.54,13.3,0.054,0.8157894736842105,0.7030075187969925,0.99864,3.06,0.49,0.09999999999999994,4,1
5472,7.6,0.37,0.51,11.7,0.094,0.75,0.6578947368421053,0.99776,2.91,0.51,0.16666666666666666,5,1
5473,6.7,0.26,0.51,8.0,0.062,0.6447368421052632,0.706766917293233,0.99545,3.13,0.5,0.2666666666666666,5,1
5474,7.4,0.22,0.27,1.6,0.057,0.5789473684210527,0.3458646616541353,0.99299,3.29,0.44,0.3166666666666667,7,1
5475,6.1,0.22,0.28,16.55,0.059,0.6973684210526315,0.4849624060150376,0.99665,3.2,0.38,0.4166666666666667,5,1
5476,7.1,0.28,0.31,1.5,0.053,0.25,0.3458646616541353,0.99069,3.15,0.5,0.5666666666666668,5,1
5477,6.5,0.35,0.31,10.2,0.069,0.75,0.6165413533834586,0.99692,3.18,0.49,0.2333333333333334,5,1
5478,6.8,0.28,0.2,6.6,0.054,0.3157894736842105,0.22180451127819548,0.99324,3.12,0.28,0.5166666666666666,4,1
5479,6.0,0.28,0.24,2.9,0.047,0.5394736842105263,0.39473684210526316,0.99896,3.1,0.45,0.15000000000000005,6,1
5480,6.0,0.28,0.24,2.9,0.047,0.5394736842105263,0.39473684210526316,0.99896,3.1,0.45,0.15000000000000005,6,1
5481,7.1,0.2,0.37,1.5,0.049,0.35526315789473684,0.462406015037594,0.99226,3.15,0.52,0.4666666666666668,5,1
5482,6.8,0.33,0.31,7.4,0.045,0.4342105263157895,0.5150375939849624,0.99226,3.06,0.55,0.6999999999999998,6,1
5483,6.0,0.28,0.24,2.9,0.047,0.5394736842105263,0.39473684210526316,0.99896,3.1,0.45,0.15000000000000005,6,1
5484,7.2,0.24,0.36,2.0,0.029,0.2631578947368421,0.21428571428571427,0.99076,3.13,0.63,0.75,6,1
5485,6.8,0.33,0.31,7.4,0.045,0.4342105263157895,0.5150375939849624,0.99226,3.06,0.55,0.6999999999999998,6,1
5486,7.2,0.24,0.36,2.0,0.029,0.2631578947368421,0.21428571428571427,0.99076,3.13,0.63,0.75,6,1
5487,6.0,0.28,0.24,2.9,0.047,0.5394736842105263,0.39473684210526316,0.99896,3.1,0.45,0.15000000000000005,6,1
5488,6.2,0.27,0.26,12.1,0.046,0.5526315789473685,0.4548872180451128,0.9951,3.16,0.37,0.4666666666666668,6,1
5489,6.4,0.38,0.26,8.2,0.043,0.35526315789473684,0.3458646616541353,0.99234,2.99,0.31,0.5666666666666668,6,1
5490,7.1,0.2,0.37,1.5,0.049,0.35526315789473684,0.462406015037594,0.99226,3.15,0.52,0.4666666666666668,5,1
5491,6.0,0.21,0.3,8.7,0.036,0.6052631578947368,0.4548872180451128,0.99368,3.18,0.39,0.4333333333333333,5,1
5492,7.0,0.34,0.1,3.5,0.044,0.21052631578947367,0.21428571428571427,0.9937,3.01,0.39,0.19999999999999987,5,1
5493,5.9,0.435,0.16,6.4,0.031,0.2631578947368421,0.48120300751879697,0.99151,3.24,0.46,0.6999999999999998,6,1
5494,7.0,0.25,0.33,2.1,0.021,0.21052631578947367,0.2631578947368421,0.99021,3.26,0.45,0.7166666666666668,6,1
5495,6.7,0.26,0.29,7.7,0.038,0.5131578947368421,0.650375939849624,0.99479,3.23,0.56,0.4000000000000001,6,1
5496,7.0,0.24,0.3,12.3,0.035,0.9342105263157895,0.6240601503759399,0.9954,2.99,0.57,0.4000000000000001,6,1
5497,8.5,0.23,0.34,1.3,0.035,0.6973684210526315,0.39097744360902253,0.99176,3.07,0.55,0.5,7,1
5498,6.0,0.21,0.3,8.7,0.036,0.6052631578947368,0.4548872180451128,0.99368,3.18,0.39,0.4333333333333333,5,1
5499,7.0,0.34,0.1,3.5,0.044,0.21052631578947367,0.21428571428571427,0.9937,3.01,0.39,0.19999999999999987,5,1
5500,4.8,0.65,0.12,1.1,0.013,0.039473684210526314,0.015037593984962405,0.99246,3.32,0.36,0.9166666666666666,4,1
5501,6.1,0.22,0.38,2.8,0.046,0.14473684210526316,0.22180451127819548,0.9908,2.95,0.64,0.5666666666666668,6,1
5502,5.8,0.27,0.26,3.5,0.071,0.32894736842105265,0.23684210526315788,0.98994,3.1,0.38,0.5833333333333334,6,1
5503,5.0,0.455,0.18,1.9,0.036,0.42105263157894735,0.37593984962406013,0.98746,3.21,0.83,1.0,7,1
5504,6.5,0.33,0.3,3.8,0.036,0.4342105263157895,0.3082706766917293,0.99028,3.25,0.63,0.75,7,1
5505,6.5,0.33,0.3,3.8,0.036,0.4342105263157895,0.3082706766917293,0.99028,3.25,0.63,0.75,7,1
5506,6.7,0.31,0.3,2.4,0.038,0.3815789473684211,0.2894736842105263,0.98867,3.09,0.36,0.8000000000000002,7,1
5507,6.2,0.39,0.24,4.8,0.037,0.5789473684210527,0.49624060150375937,0.99174,3.23,0.43,0.5333333333333332,7,1
5508,6.2,0.39,0.24,4.8,0.037,0.5789473684210527,0.49624060150375937,0.99174,3.23,0.43,0.5333333333333332,7,1
5509,7.1,0.37,0.3,6.2,0.04,0.631578947368421,0.5,0.99021,3.17,0.27,0.9333333333333332,6,1
5510,7.2,0.23,0.31,1.3,0.046,0.9078947368421053,0.38721804511278196,0.99304,2.93,0.42,0.19999999999999987,6,1
5511,6.5,0.33,0.3,3.8,0.036,0.4342105263157895,0.3082706766917293,0.99028,3.25,0.63,0.75,7,1
5512,7.2,0.25,0.32,1.5,0.054,0.3026315789473684,0.37218045112781956,0.99154,3.17,0.48,0.5166666666666666,6,1
5513,6.2,0.39,0.24,4.8,0.037,0.5789473684210527,0.49624060150375937,0.99174,3.23,0.43,0.5333333333333332,7,1
5514,4.7,0.455,0.18,1.9,0.036,0.42105263157894735,0.37593984962406013,0.98746,3.21,0.83,1.0,7,1
5515,7.1,0.37,0.3,6.2,0.04,0.631578947368421,0.5,0.99021,3.17,0.27,0.9333333333333332,6,1
5516,6.2,0.28,0.51,7.9,0.056,0.631578947368421,0.7518796992481203,0.9956,3.18,0.52,0.2333333333333334,5,1
5517,6.4,0.35,0.28,1.6,0.037,0.39473684210526316,0.40225563909774437,0.98779,3.12,0.4,0.38333333333333347,7,1
5518,6.6,0.31,0.28,1.4,0.035,0.35526315789473684,0.37969924812030076,0.98836,3.0,0.4,0.8666666666666666,6,1
5519,7.4,0.25,0.37,2.6,0.05,0.3026315789473684,0.47368421052631576,0.99138,3.04,0.53,0.5333333333333332,6,1
5520,7.3,0.36,0.34,14.8,0.057,0.5921052631578947,0.6278195488721805,0.99751,3.14,0.57,0.36666666666666653,5,1
5521,6.7,0.31,0.3,2.4,0.038,0.3815789473684211,0.2894736842105263,0.98867,3.09,0.36,0.8000000000000002,7,1
5522,8.6,0.31,0.3,0.9,0.045,0.19736842105263158,0.38721804511278196,0.99249,2.95,0.39,0.3499999999999999,5,1
5523,8.6,0.31,0.3,0.9,0.045,0.19736842105263158,0.38721804511278196,0.99249,2.95,0.39,0.3499999999999999,5,1
5524,8.6,0.22,0.33,1.2,0.031,0.4868421052631579,0.33458646616541354,0.99239,2.83,0.31,0.38333333333333347,5,1
5525,6.9,0.14,0.29,9.9,0.056,0.3815789473684211,0.31954887218045114,0.99512,3.19,0.33,0.3166666666666667,6,1
5526,6.5,0.22,0.31,3.9,0.046,0.21052631578947367,0.37593984962406013,0.99098,3.15,0.31,0.5833333333333334,5,1
